idx,class,conversation
2214,일상 대화,"좋은 저녁
비 온대
뭐 해??
내일 잠깐 볼 수 있어?
넵
그럼 이따 연락할게
좋은 아침!
날씨 진짜 좋다
바빠?!
점심 뭐 먹을까?"
2215,일상 대화,"안녕하세요
비 온대
지금 어디야?
주말에 뭐 할 거야?
알겠어
조심히 들어가 ㅎㅎ
좋은 저녁
비 온대
지금 어디야??
점심 뭐 먹을까??"
2216,일상 대화,"오랜만
배송은 빨라?
그거 말한 거 맞지?
넵
땡큐
조심히 들어가
좋은 아침
추천해줄 만해?
그럼 몇 시가 좋아?
확인했어"
2217,일상 대화,"오랜만
스터디 언제 할래?
그럼 몇 시가 좋아?
좋아
감사합니다 ㅎㅎ
나중에 봐
오랜만
과제 어디까지 했어??
그럼 몇 시가 좋아??
넵
땡큐
좋은 하루 보내"
2218,일상 대화,"좋은 아침
과제 어디까지 했어??
장소는 어디로 할까??
좋아
고마워!
그럼 이따 연락할게
좋은 저녁
교수님 공지 봤어? ㅎㅎ!
그럼 몇 시가 좋아?
좋아"
2219,일상 대화,"좋은 저녁 ㅎㅎ
배송은 빨라??
그거 말한 거 맞지??
넵
감사합니다
나중에 봐
안녕
그거 어디서 샀어??
그거 말한 거 맞지?!
오케이"
2220,일상 대화,"안녕!
오늘까지 가능해?
혹시 다시 한 번 보내줄래??!
오케이
고마워!
나중에 봐
안녕하세요
파일 공유해줄 수 있어?
그거 말한 거 맞지?"
2221,일상 대화,"좋은 저녁
그거 어디서 샀어??
그럼 몇 시가 좋아?
응응
땡큐
그럼 이따 연락할게
하이
배송은 빨라?
혹시 다시 한 번 보내줄래?
오케이
땡큐"
2222,일상 대화,"오랜만
시험 범위 정리했어?? ㅎㅎ
혹시 다시 한 번 보내줄래?
알겠어
고마워!
좋은 하루 보내
좋은 아침 ㅎㅎ
스터디 언제 할래??
그럼 몇 시가 좋아??"
2223,일상 대화,"안녕하세요
뭐 해?
커피 한 잔 할래??
그럼 몇 시가 좋아?
확인했어
내일 보자
안녕하세요
오늘 일정 어때??
커피 한 잔 할래?
장소는 어디로 할까?"
2224,일상 대화,"안녕하세요
바빠?
내일 잠깐 볼 수 있어?
그럼 몇 시가 좋아?
오케이 ㅎㅎ
그럼 이따 연락할게
안녕하세요
뭐 해?
주말에 뭐 할 거야? ㅎㅎ
혹시 다시 한 번 보내줄래?
넵 ㅎㅎ"
2225,일상 대화,"오랜만 ㅎㅎ!
파일 공유해줄 수 있어?!
그럼 몇 시가 좋아?
넵
고마워!
나중에 봐
안녕
오늘까지 가능해?
그럼 몇 시가 좋아?
응응"
2226,일상 대화,"안녕하세요
날씨 진짜 좋다
바빠?
내일 잠깐 볼 수 있어?
확인했어
나중에 봐
하이
비 온대
바빠??
커피 한 잔 할래?"
2227,일상 대화,"좋은 저녁
지금 어디야?!
오늘 저녁 시간 돼?
혹시 다시 한 번 보내줄래??
넵
내일 보자
안녕
오늘 일정 어때?
점심 뭐 먹을까?
장소는 어디로 할까??"
2228,일상 대화,"좋은 저녁
배송은 빨라?
장소는 어디로 할까?!
확인했어
감사합니다
내일 보자
안녕하세요
추천해줄 만해?
그거 말한 거 맞지? ㅎㅎ"
2229,일상 대화,"좋은 아침
교수님 공지 봤어?
혹시 다시 한 번 보내줄래?
오케이
덕분에 살았다 ㅎㅎ
나중에 봐
좋은 아침!
교수님 공지 봤어?
그럼 몇 시가 좋아?
오케이"
2230,일상 대화,"좋은 저녁
오늘 춥다!
바빠??
주말에 뭐 할 거야??
알겠어
좋은 하루 보내
안녕
날씨 진짜 좋다
바빠?
점심 뭐 먹을까??
알겠어
나중에 봐
오랜만!
비 온대"
2231,일상 대화,"오랜만
비 온대
뭐 해??
점심 뭐 먹을까?
넵
조심히 들어가!
오랜만
오늘 춥다
바빠?
커피 한 잔 할래? ㅎㅎ"
2232,일상 대화,"안녕하세요
시험 범위 정리했어?
혹시 다시 한 번 보내줄래?
좋아
감사합니다
조심히 들어가
오랜만
교수님 공지 봤어?
정확히 뭐가 필요한 거야?
확인했어
진짜 고마워"
2233,일상 대화,"좋은 저녁 ㅎㅎ
회의 자료 다 됐어?
장소는 어디로 할까??
오케이 ㅎㅎ
고마워!
나중에 봐
안녕하세요
파일 공유해줄 수 있어??
혹시 다시 한 번 보내줄래?? ㅎㅎ
응응 ㅎㅎ
고마워!"
2234,일상 대화,"안녕하세요
바빠?
점심 뭐 먹을까?
혹시 다시 한 번 보내줄래??
넵
그럼 이따 연락할게 ㅎㅎ
안녕 ㅎㅎ
오늘 일정 어때??
주말에 뭐 할 거야?
장소는 어디로 할까?"
2235,일상 대화,"하이
수업 자료 봤어?
혹시 다시 한 번 보내줄래??
확인했어
땡큐
나중에 봐 ㅎㅎ
하이
시험 범위 정리했어?
혹시 다시 한 번 보내줄래?
넵"
2236,일상 대화,"오랜만
오늘 춥다
오늘 일정 어때?
내일 잠깐 볼 수 있어?
응응
그럼 이따 연락할게
좋은 저녁
날씨 진짜 좋다
바빠?
커피 한 잔 할래??"
2237,일상 대화,"좋은 아침
시험 범위 정리했어?
그럼 몇 시가 좋아?
오케이
덕분에 살았다
좋은 하루 보내 ㅎㅎ
안녕
시험 범위 정리했어??
정확히 뭐가 필요한 거야??
알겠어"
2238,일상 대화,"안녕하세요 ㅎㅎ
비 온대
지금 어디야??
오늘 저녁 시간 돼?
확인했어
나중에 봐
하이
비 온대
뭐 해?
내일 잠깐 볼 수 있어??
넵"
2239,일상 대화,"안녕하세요
과제 어디까지 했어?
혹시 다시 한 번 보내줄래??!
오케이
덕분에 살았다
나중에 봐
오랜만
스터디 언제 할래??
정확히 뭐가 필요한 거야?
알겠어"
2240,일상 대화,"하이
오늘 일정 어때?
커피 한 잔 할래? ㅎㅎ
장소는 어디로 할까??
응응
조심히 들어가
좋은 아침
지금 어디야??!
점심 뭐 먹을까??!"
2241,일상 대화,"좋은 저녁
스터디 언제 할래?
혹시 다시 한 번 보내줄래?
좋아
고마워!
그럼 이따 연락할게
하이
스터디 언제 할래?
그거 말한 거 맞지?!
알겠어"
2242,일상 대화,"오랜만
뭐 해?
주말에 뭐 할 거야?
그거 말한 거 맞지? ㅎㅎ
넵
좋은 하루 보내
하이
뭐 해?
내일 잠깐 볼 수 있어?
장소는 어디로 할까?
응응
좋은 하루 보내"
2243,일상 대화,"좋은 저녁
비 온대
오늘 일정 어때?
내일 잠깐 볼 수 있어?
좋아
조심히 들어가
좋은 저녁
날씨 진짜 좋다
오늘 일정 어때?!
커피 한 잔 할래?
확인했어"
2244,일상 대화,"안녕
오늘 춥다
뭐 해? ㅎㅎ
내일 잠깐 볼 수 있어?
넵
나중에 봐
안녕하세요
비 온대
시간 괜찮아?
내일 잠깐 볼 수 있어?
응응"
2245,일상 대화,"하이
수업 자료 봤어?
그거 말한 거 맞지? ㅎㅎ
좋아
땡큐
내일 보자
좋은 저녁
스터디 언제 할래??
그거 말한 거 맞지?
응응
덕분에 살았다"
2246,일상 대화,"안녕하세요
지금 어디야?
커피 한 잔 할래?
장소는 어디로 할까?
오케이
그럼 이따 연락할게
오랜만
바빠?
점심 뭐 먹을까?
그거 말한 거 맞지?"
2247,일상 대화,"좋은 저녁 ㅎㅎ!
회의 자료 다 됐어?
장소는 어디로 할까?
응응
덕분에 살았다
내일 보자
안녕
오늘까지 가능해??
그거 말한 거 맞지?
알겠어
감사합니다"
2248,일상 대화,"하이 ㅎㅎ
오늘 춥다
오늘 일정 어때?
커피 한 잔 할래?
확인했어
나중에 봐
오랜만
날씨 진짜 좋다
지금 어디야?
점심 뭐 먹을까?"
2249,일상 대화,"좋은 아침
바빠?
점심 뭐 먹을까?
그거 말한 거 맞지?
확인했어
좋은 하루 보내
안녕
시간 괜찮아??
주말에 뭐 할 거야?
혹시 다시 한 번 보내줄래? ㅎㅎ"
2250,일상 대화,"안녕하세요
과제 어디까지 했어?
그거 말한 거 맞지?
오케이
고마워!
나중에 봐!
안녕
교수님 공지 봤어?!
정확히 뭐가 필요한 거야??
좋아!
땡큐"
2251,일상 대화,"안녕
수업 자료 봤어??
장소는 어디로 할까?
좋아
진짜 고마워 ㅎㅎ
내일 보자
좋은 아침
스터디 언제 할래?
장소는 어디로 할까?
확인했어"
2252,일상 대화,"오랜만!
추천해줄 만해?
그럼 몇 시가 좋아??
넵
덕분에 살았다
나중에 봐
안녕
추천해줄 만해?
혹시 다시 한 번 보내줄래?
확인했어"
2253,일상 대화,"좋은 저녁
오늘 춥다
바빠? ㅎㅎ
점심 뭐 먹을까?
응응
나중에 봐
안녕
오늘 춥다
오늘 일정 어때?
주말에 뭐 할 거야?"
2254,일상 대화,"하이 ㅎㅎ
지금 어디야??
커피 한 잔 할래?
그럼 몇 시가 좋아?
좋아
나중에 봐
좋은 저녁
지금 어디야??
점심 뭐 먹을까?
그럼 몇 시가 좋아?"
2255,일상 대화,"안녕하세요
그거 어디서 샀어?
혹시 다시 한 번 보내줄래?
알겠어
진짜 고마워
조심히 들어가
하이
배송은 빨라?
장소는 어디로 할까?
넵"
2256,일상 대화,"좋은 저녁
파일 공유해줄 수 있어?
그럼 몇 시가 좋아?? ㅎㅎ
응응
땡큐
조심히 들어가
안녕!
오늘까지 가능해?
혹시 다시 한 번 보내줄래?!
좋아"
2257,일상 대화,"안녕하세요
배송은 빨라??
혹시 다시 한 번 보내줄래?
알겠어
고마워!
나중에 봐
좋은 아침
배송은 빨라??
그럼 몇 시가 좋아?!
응응"
2258,일상 대화,"좋은 아침
회의 자료 다 됐어?
장소는 어디로 할까?
좋아
진짜 고마워
조심히 들어가
좋은 저녁
그 건 일정 어떻게 돼?
그럼 몇 시가 좋아?
응응
진짜 고마워
그럼 이따 연락할게
오랜만
이번 주 마감 괜찮겠어?"
2259,일상 대화,"좋은 저녁
비 온대
뭐 해??
주말에 뭐 할 거야?
알겠어
조심히 들어가
안녕하세요
비 온대"
2260,일상 대화,"하이
파일 공유해줄 수 있어?
정확히 뭐가 필요한 거야?
오케이
진짜 고마워
그럼 이따 연락할게
하이
이번 주 마감 괜찮겠어? ㅎㅎ
그거 말한 거 맞지??!
알겠어"
2261,일상 대화,"하이!
그거 어디서 샀어?
그럼 몇 시가 좋아?
확인했어
고마워!
나중에 봐
좋은 아침
그거 어디서 샀어?
정확히 뭐가 필요한 거야??
알겠어"
2262,일상 대화,"좋은 아침
바빠??
오늘 저녁 시간 돼??
그럼 몇 시가 좋아??
확인했어
좋은 하루 보내
좋은 저녁
시간 괜찮아?
커피 한 잔 할래??
혹시 다시 한 번 보내줄래?"
2263,일상 대화,"좋은 저녁
그거 어디서 샀어?
혹시 다시 한 번 보내줄래?
넵 ㅎㅎ
땡큐
내일 보자
좋은 아침
사이즈 어때?
혹시 다시 한 번 보내줄래?
좋아"
2264,일상 대화,"오랜만
가격 괜찮아? ㅎㅎ
그거 말한 거 맞지?
넵
땡큐
내일 보자
안녕
사이즈 어때??
장소는 어디로 할까?
오케이"
2265,일상 대화,"하이
바빠??
오늘 저녁 시간 돼?
정확히 뭐가 필요한 거야??
오케이 ㅎㅎ
나중에 봐 ㅎㅎ
좋은 아침
뭐 해?
커피 한 잔 할래?
혹시 다시 한 번 보내줄래??"
2266,일상 대화,"안녕하세요
추천해줄 만해?
그거 말한 거 맞지?
확인했어
고마워!
내일 보자
오랜만!
사이즈 어때?
그럼 몇 시가 좋아?
좋아"
2267,일상 대화,"하이
과제 어디까지 했어??
혹시 다시 한 번 보내줄래?
넵
진짜 고마워
그럼 이따 연락할게
안녕하세요 ㅎㅎ
과제 어디까지 했어??
장소는 어디로 할까??
확인했어"
2268,일상 대화,"하이
사이즈 어때?
장소는 어디로 할까??
좋아
진짜 고마워
그럼 이따 연락할게
좋은 아침
가격 괜찮아??
정확히 뭐가 필요한 거야??
응응
고마워!
나중에 봐"
2269,일상 대화,"안녕하세요
배송은 빨라?
그럼 몇 시가 좋아?
오케이!
고마워!
내일 보자 ㅎㅎ
좋은 저녁
추천해줄 만해?
혹시 다시 한 번 보내줄래?
확인했어
덕분에 살았다 ㅎㅎ"
2270,일상 대화,"안녕
가격 괜찮아?
정확히 뭐가 필요한 거야??
좋아
진짜 고마워 ㅎㅎ
내일 보자
좋은 저녁!
그거 어디서 샀어??
혹시 다시 한 번 보내줄래?
응응"
2271,일상 대화,"좋은 저녁
오늘 춥다
시간 괜찮아?
주말에 뭐 할 거야?
응응
내일 보자 ㅎㅎ
좋은 아침
오늘 춥다"
2272,일상 대화,"오랜만
사이즈 어때?
혹시 다시 한 번 보내줄래??
넵 ㅎㅎ
진짜 고마워
내일 보자
오랜만 ㅎㅎ
사이즈 어때??
그거 말한 거 맞지?
확인했어"
2273,일상 대화,"안녕하세요
시험 범위 정리했어??
그럼 몇 시가 좋아?
확인했어
덕분에 살았다!
그럼 이따 연락할게
안녕하세요
교수님 공지 봤어?
혹시 다시 한 번 보내줄래??"
2274,일상 대화,"오랜만
그거 어디서 샀어?
그럼 몇 시가 좋아??
좋아
덕분에 살았다
나중에 봐
안녕하세요
사이즈 어때?
장소는 어디로 할까?
알겠어"
2275,일상 대화,"좋은 아침
바빠??
주말에 뭐 할 거야??
정확히 뭐가 필요한 거야??
확인했어
조심히 들어가
오랜만 ㅎㅎ
지금 어디야?
점심 뭐 먹을까?
장소는 어디로 할까?"
2276,일상 대화,"오랜만
과제 어디까지 했어?
장소는 어디로 할까? ㅎㅎ
확인했어
감사합니다
내일 보자
안녕
교수님 공지 봤어?
정확히 뭐가 필요한 거야? ㅎㅎ
오케이"
2277,일상 대화,"좋은 아침
오늘 일정 어때??
커피 한 잔 할래??
장소는 어디로 할까??
확인했어
좋은 하루 보내
오랜만
시간 괜찮아??
내일 잠깐 볼 수 있어?
장소는 어디로 할까?
확인했어 ㅎㅎ"
2278,일상 대화,"안녕
비 온대
바빠?
점심 뭐 먹을까?
알겠어
내일 보자 ㅎㅎ
좋은 저녁
비 온대
오늘 일정 어때?
내일 잠깐 볼 수 있어?"
2279,일상 대화,"안녕
오늘 춥다!
뭐 해??
오늘 저녁 시간 돼? ㅎㅎ
응응
나중에 봐
좋은 저녁
오늘 춥다 ㅎㅎ
시간 괜찮아?
주말에 뭐 할 거야??
넵"
2280,일상 대화,"좋은 저녁
이번 주 마감 괜찮겠어??
장소는 어디로 할까?
좋아
진짜 고마워
그럼 이따 연락할게 ㅎㅎ
좋은 저녁
오늘까지 가능해?
그럼 몇 시가 좋아?
응응"
2281,일상 대화,"안녕
파일 공유해줄 수 있어?
그거 말한 거 맞지?
확인했어
덕분에 살았다!
그럼 이따 연락할게!
안녕하세요
회의 자료 다 됐어??
혹시 다시 한 번 보내줄래?
알겠어 ㅎㅎ"
2282,일상 대화,"좋은 아침
오늘까지 가능해?
혹시 다시 한 번 보내줄래??
알겠어
진짜 고마워
그럼 이따 연락할게
좋은 아침!
회의 자료 다 됐어?
그거 말한 거 맞지??
오케이"
2283,일상 대화,"안녕하세요
오늘 춥다
뭐 해??
내일 잠깐 볼 수 있어?
넵
조심히 들어가
하이
날씨 진짜 좋다
오늘 일정 어때?
오늘 저녁 시간 돼?!"
2284,일상 대화,"하이
그 건 일정 어떻게 돼??
혹시 다시 한 번 보내줄래?
확인했어
감사합니다
나중에 봐!
안녕하세요
회의 자료 다 됐어?
정확히 뭐가 필요한 거야?
넵
진짜 고마워"
2285,일상 대화,"안녕하세요
배송은 빨라? ㅎㅎ
정확히 뭐가 필요한 거야?
오케이
고마워!
그럼 이따 연락할게
하이
배송은 빨라? ㅎㅎ
정확히 뭐가 필요한 거야?
알겠어!"
2286,일상 대화,"안녕
비 온대
뭐 해?
오늘 저녁 시간 돼?
알겠어
좋은 하루 보내!
좋은 저녁
비 온대
오늘 일정 어때? ㅎㅎ
커피 한 잔 할래?"
2287,일상 대화,"하이
스터디 언제 할래?
장소는 어디로 할까?
확인했어
덕분에 살았다
그럼 이따 연락할게
오랜만
교수님 공지 봤어??
장소는 어디로 할까??!
좋아"
2288,일상 대화,"좋은 저녁
파일 공유해줄 수 있어??
혹시 다시 한 번 보내줄래??
응응
덕분에 살았다
좋은 하루 보내
좋은 아침
파일 공유해줄 수 있어?
혹시 다시 한 번 보내줄래?
오케이"
2289,일상 대화,"좋은 저녁
추천해줄 만해?!
장소는 어디로 할까?
확인했어
진짜 고마워
조심히 들어가
좋은 아침!
사이즈 어때?
정확히 뭐가 필요한 거야?
확인했어"
2290,일상 대화,"좋은 아침!
뭐 해??
오늘 저녁 시간 돼? ㅎㅎ
장소는 어디로 할까??
오케이!
그럼 이따 연락할게
안녕하세요
지금 어디야?
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래? ㅎㅎ"
2291,일상 대화,"안녕 ㅎㅎ
오늘까지 가능해??
그거 말한 거 맞지?
좋아
고마워!
그럼 이따 연락할게
오랜만
회의 자료 다 됐어?
그거 말한 거 맞지?? ㅎㅎ
좋아"
2292,일상 대화,"좋은 아침!
과제 어디까지 했어?
그거 말한 거 맞지?
확인했어 ㅎㅎ
고마워!
내일 보자
좋은 아침
시험 범위 정리했어??
정확히 뭐가 필요한 거야?
오케이"
2293,일상 대화,"오랜만
오늘 일정 어때?
주말에 뭐 할 거야??!
장소는 어디로 할까?
넵
좋은 하루 보내
좋은 아침
시간 괜찮아?
주말에 뭐 할 거야?? ㅎㅎ
장소는 어디로 할까?
확인했어 ㅎㅎ
나중에 봐
하이"
2294,일상 대화,"오랜만
오늘 춥다
시간 괜찮아?
주말에 뭐 할 거야?
알겠어
나중에 봐!
안녕
날씨 진짜 좋다"
2295,일상 대화,"하이
뭐 해?
주말에 뭐 할 거야? ㅎㅎ!
그거 말한 거 맞지?
응응 ㅎㅎ
좋은 하루 보내
안녕!
바빠?
커피 한 잔 할래?
혹시 다시 한 번 보내줄래?"
2296,일상 대화,"안녕
가격 괜찮아??
혹시 다시 한 번 보내줄래??
오케이 ㅎㅎ
땡큐
조심히 들어가
안녕하세요
가격 괜찮아?
장소는 어디로 할까??
넵
진짜 고마워"
2297,일상 대화,"안녕
오늘 일정 어때?
오늘 저녁 시간 돼?
그럼 몇 시가 좋아?
확인했어
나중에 봐
하이
지금 어디야??
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래?
좋아"
2298,일상 대화,"좋은 아침
가격 괜찮아? ㅎㅎ
그럼 몇 시가 좋아?
오케이
감사합니다 ㅎㅎ
그럼 이따 연락할게 ㅎㅎ
하이
사이즈 어때?
혹시 다시 한 번 보내줄래?
넵
감사합니다"
2299,일상 대화,"안녕
배송은 빨라?!
혹시 다시 한 번 보내줄래?!
좋아
고마워!
나중에 봐
안녕하세요
그거 어디서 샀어?
그거 말한 거 맞지?
확인했어"
2300,일상 대화,"안녕하세요 ㅎㅎ
오늘 일정 어때?
점심 뭐 먹을까?
그럼 몇 시가 좋아?
오케이
조심히 들어가
안녕하세요
지금 어디야?!
주말에 뭐 할 거야? ㅎㅎ
정확히 뭐가 필요한 거야?
넵"
